trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 0.9960079893439915}",30,0,-202.6115030478844,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
2,False,"{'a': 0.4, 'e': 0.9920319148370605}",20,0,-161.66725588913494,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
3,False,"{'a': 0.4, 'e': 0.9880717128619305}",20,0,-183.88206418723624,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
4,False,"{'a': 0.4, 'e': 0.984127320055285}",25,0,-72.25370982157364,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
5,False,"{'a': 0.4, 'e': 0.9801986733067554}",25,0,-136.8776058256208,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
6,False,"{'a': 0.4, 'e': 0.9762857097579093}",25,0,-156.28983558395595,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
7,False,"{'a': 0.4, 'e': 0.9723883668012469}",20,0,-67.73106123371065,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
8,False,"{'a': 0.4, 'e': 0.9685065820791977}",25,0,-162.87221825362172,"{0: 10, 1: 4, 2: 9, 3: 1, 4: 1}",0
9,False,"{'a': 0.4, 'e': 0.9646402934831231}",25,0,-118.15567669041803,"{0: 12, 1: 2, 2: 10, 3: 1, 4: 0}",0
10,False,"{'a': 0.4, 'e': 0.9607894391523232}",20,0,-127.17487979188222,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
11,False,"{'a': 0.4, 'e': 0.9569539574730467}",20,0,-91.23510922228667,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
12,False,"{'a': 0.4, 'e': 0.9531337870775046}",20,0,-53.57168444001574,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
13,False,"{'a': 0.4, 'e': 0.9493288668428896}",20,0,-121.09324379389669,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
14,False,"{'a': 0.4, 'e': 0.9455391358903963}",20,0,-183.01195391993258,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
15,False,"{'a': 0.4, 'e': 0.9417645335842487}",25,0,-99.13443299987439,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
16,False,"{'a': 0.4, 'e': 0.9380049995307296}",25,0,-130.63553176843078,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 2}",0
17,False,"{'a': 0.4, 'e': 0.9342604735772135}",20,0,-148.23563502382783,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
18,False,"{'a': 0.4, 'e': 0.9305308958112057}",20,10,-81.2602848305526,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 2}",1
19,False,"{'a': 0.4, 'e': 0.9268162065593822}",30,0,-135.7949101831094,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
20,False,"{'a': 0.4, 'e': 0.9231163463866358}",20,0,-113.6999823551632,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
21,False,"{'a': 0.4, 'e': 0.9194312560951248}",30,0,-102.69899519387049,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
22,False,"{'a': 0.4, 'e': 0.9157608767233256}",25,0,-79.0703119026744,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
23,False,"{'a': 0.4, 'e': 0.9121051495450905}",20,0,-75.39600331138048,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
24,False,"{'a': 0.4, 'e': 0.9084640160687062}",20,0,-180.88729514959195,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
25,False,"{'a': 0.4, 'e': 0.9048374180359595}",25,0,-64.23776749564021,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
26,False,"{'a': 0.4, 'e': 0.9012252974212048}",20,0,-92.8737442061716,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.4, 'e': 0.8976275964304348}",25,0,-107.90591535348743,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
28,False,"{'a': 0.4, 'e': 0.8940442575003573}",35,0,-150.6652426090256,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 3}",0
29,False,"{'a': 0.4, 'e': 0.8904752232974726}",25,0,-166.24336294607028,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 3}",0
30,False,"{'a': 0.4, 'e': 0.8869204367171575}",30,0,-164.4099119210669,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
31,False,"{'a': 0.4, 'e': 0.8833798408827508}",20,0,-101.03670758072523,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
32,False,"{'a': 0.4, 'e': 0.8798533791446439}",25,0,-121.55320442327489,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
33,False,"{'a': 0.4, 'e': 0.8763409950793732}",20,0,-98.25920283207107,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
34,False,"{'a': 0.4, 'e': 0.8728426324887193}",35,0,-186.73186085501555,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
35,False,"{'a': 0.4, 'e': 0.8693582353988057}",20,0,-7.753997493848521,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.4, 'e': 0.865887748059205}",25,0,-136.7723221924241,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
37,False,"{'a': 0.4, 'e': 0.8624311149420454}",30,0,-83.74023921007772,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
38,False,"{'a': 0.4, 'e': 0.8589882807411234}",35,14,-43.21485927503685,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 0}",1
39,False,"{'a': 0.4, 'e': 0.8555591903710185}",20,0,-49.11616806594568,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
40,False,"{'a': 0.4, 'e': 0.8521437889662113}",25,0,-164.53071356672672,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
41,False,"{'a': 0.4, 'e': 0.8487420218802066}",30,0,-171.2584259286813,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
42,False,"{'a': 0.4, 'e': 0.8453538346846587}",20,0,-108.60997877879568,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.4, 'e': 0.8419791731684998}",20,0,-59.221706228340175,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.4, 'e': 0.8386179833370739}",35,0,-140.82161540615436,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",0
45,False,"{'a': 0.4, 'e': 0.835270211411272}",30,12,-53.1361834869606,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
46,False,"{'a': 0.4, 'e': 0.8319358038266718}",20,0,-91.82544468983724,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
47,False,"{'a': 0.4, 'e': 0.8286147072326807}",30,0,-166.68209320654915,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",1
48,False,"{'a': 0.4, 'e': 0.8253068684916824}",35,0,-150.02159803783422,"{0: 20, 1: 6, 2: 6, 3: 2, 4: 1}",0
49,False,"{'a': 0.4, 'e': 0.8220122346781866}",25,0,-28.650327220818415,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
50,False,"{'a': 0.4, 'e': 0.8187307530779818}",20,0,-44.10565592609922,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
51,False,"{'a': 0.4, 'e': 0.8154623711872927}",30,19,-25.99617301375378,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
52,False,"{'a': 0.4, 'e': 0.8122070367119391}",35,18,-89.45859338329176,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
53,False,"{'a': 0.4, 'e': 0.8089646975664999}",25,0,-32.4318678576137,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
54,False,"{'a': 0.4, 'e': 0.8057353018734797}",25,0,-114.66047585653958,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.4, 'e': 0.8025187979624785}",20,0,-88.434474219779,"{0: 8, 1: 7, 2: 4, 3: 1, 4: 0}",0
56,False,"{'a': 0.4, 'e': 0.7993151343693651}",20,0,-112.00971507925911,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
57,False,"{'a': 0.4, 'e': 0.7961242598354538}",25,0,-83.31514943255226,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
58,False,"{'a': 0.4, 'e': 0.7929461233066838}",20,0,-81.03774334890898,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
59,False,"{'a': 0.4, 'e': 0.7897806739328027}",20,0,-71.71276804326256,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
60,False,"{'a': 0.4, 'e': 0.7866278610665534}",20,0,-160.5970893997781,"{0: 12, 1: 0, 2: 3, 3: 3, 4: 2}",0
61,False,"{'a': 0.4, 'e': 0.7834876342628626}",35,7,-96.63081221730522,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 1}",1
62,False,"{'a': 0.4, 'e': 0.7803599432780343}",25,0,-82.73852841626969,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
63,False,"{'a': 0.4, 'e': 0.7772447380689461}",25,0,-70.45026669172208,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
64,False,"{'a': 0.4, 'e': 0.7741419687922483}",30,0,-91.66453959714772,"{0: 23, 1: 2, 2: 1, 3: 3, 4: 1}",0
65,False,"{'a': 0.4, 'e': 0.7710515858035663}",25,0,-47.47754219097467,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
66,False,"{'a': 0.4, 'e': 0.7679735396567061}",30,0,-75.16152445120186,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
67,False,"{'a': 0.4, 'e': 0.764907781102864}",30,6,-23.837788459689833,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 0}",1
68,False,"{'a': 0.4, 'e': 0.7618542610898376}",25,0,-86.6934289653667,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
69,False,"{'a': 0.4, 'e': 0.7588129307612415}",30,0,-103.75813259971105,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
70,False,"{'a': 0.4, 'e': 0.7557837414557255}",25,0,-325.73039402443493,"{0: 10, 1: 0, 2: 6, 3: 4, 4: 5}",0
71,False,"{'a': 0.4, 'e': 0.7527666447061963}",20,0,-136.6320862292659,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
72,False,"{'a': 0.4, 'e': 0.7497615922390413}",20,0,-131.7812927441631,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
73,False,"{'a': 0.4, 'e': 0.7467685359733571}",20,0,-143.38074930993585,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
74,False,"{'a': 0.4, 'e': 0.7437874280201796}",20,0,-55.23939747753214,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
75,False,"{'a': 0.4, 'e': 0.7408182206817179}",20,0,-71.06685034819995,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
76,False,"{'a': 0.4, 'e': 0.7378608664505912}",25,0,-228.2134842480126,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 5}",0
77,False,"{'a': 0.4, 'e': 0.7349153180090687}",20,15,-2.491418642202507,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.4, 'e': 0.7319815282283126}",20,11,-62.29960159490699,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.4, 'e': 0.7290594501676239}",35,10,-155.6563059599254,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",1
80,False,"{'a': 0.4, 'e': 0.7261490370736908}",25,13,-74.5289057269183,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
81,False,"{'a': 0.4, 'e': 0.7232502423798424}",20,2,-126.46302594341181,"{0: 10, 1: 0, 2: 4, 3: 3, 4: 1}",1
82,False,"{'a': 0.4, 'e': 0.7203630197053013}",20,0,-36.11620496832618,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
83,False,"{'a': 0.4, 'e': 0.7174873228544433}",30,0,-160.59349203362657,"{0: 17, 1: 6, 2: 3, 3: 2, 4: 2}",0
84,False,"{'a': 0.4, 'e': 0.7146231058160573}",20,0,-106.4332900596585,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
85,False,"{'a': 0.4, 'e': 0.7117703227626098}",20,0,-151.51878966233568,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
86,False,"{'a': 0.4, 'e': 0.7089289280495108}",20,0,-66.98602951358065,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
87,False,"{'a': 0.4, 'e': 0.7060988762143844}",20,0,-101.06952592391266,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
88,False,"{'a': 0.4, 'e': 0.7032801219763409}",25,6,-24.319217008345596,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.7004726202352525}",30,0,-85.13328433428475,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",1
90,False,"{'a': 0.4, 'e': 0.6976763260710311}",25,0,-101.25117961435414,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
91,False,"{'a': 0.4, 'e': 0.6948911947429106}",25,17,0.2487912049624763,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.4, 'e': 0.6921171816887305}",30,8,-49.810105928813485,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
93,False,"{'a': 0.4, 'e': 0.6893542425242224}",20,0,-71.47186717141318,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
94,False,"{'a': 0.4, 'e': 0.686602333042301}",20,2,-11.049287144843952,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
95,False,"{'a': 0.4, 'e': 0.6838614092123559}",35,20,-69.19372599980741,"{0: 8, 1: 1, 2: 4, 3: 2, 4: 0}",1
96,False,"{'a': 0.4, 'e': 0.6811314271795471}",20,12,-0.03809150807892925,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.4, 'e': 0.678412343264104}",20,0,-48.37918664715995,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
98,False,"{'a': 0.4, 'e': 0.675704113960626}",20,0,-22.29236219425845,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
99,False,"{'a': 0.4, 'e': 0.6730066959373864}",30,0,-127.327781204601,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
100,False,"{'a': 0.4, 'e': 0.6703200460356393}",20,13,-42.856308600245356,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.4, 'e': 0.6676441212689289}",30,12,-23.561560753673888,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
102,False,"{'a': 0.4, 'e': 0.6649788788224019}",30,0,-39.04676174694516,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
103,False,"{'a': 0.4, 'e': 0.6623242760521223}",25,0,-127.4215521206846,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
104,False,"{'a': 0.4, 'e': 0.659680270484389}",20,10,5.269422916484299,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.4, 'e': 0.6570468198150569}",20,0,-93.87565981926984,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
106,False,"{'a': 0.4, 'e': 0.6544238819088586}",30,0,-162.4316834187774,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
107,False,"{'a': 0.4, 'e': 0.651811414798732}",20,3,-14.219347261261518,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
108,False,"{'a': 0.4, 'e': 0.6492093766851473}",30,0,-72.45387937935492,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
109,False,"{'a': 0.4, 'e': 0.6466177259354396}",30,16,-8.757840018273374,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.4, 'e': 0.6440364210831414}",25,6,0.306143600454269,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.4, 'e': 0.6414654208273198}",25,14,-70.23801882313374,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 1}",1
112,False,"{'a': 0.4, 'e': 0.6389046840319162}",25,13,-13.594083771982262,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
113,False,"{'a': 0.4, 'e': 0.6363541697250871}",25,0,-54.54166176897521,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
114,False,"{'a': 0.4, 'e': 0.633813837098549}",20,0,-29.493054252711094,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.4, 'e': 0.631283645506926}",30,0,-191.41754476844508,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
116,False,"{'a': 0.4, 'e': 0.6287635544670984}",25,0,-66.9104186149231,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
117,False,"{'a': 0.4, 'e': 0.6262535236575559}",25,0,-73.99625895605351,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
118,False,"{'a': 0.4, 'e': 0.6237535129177522}",25,3,-41.74801194602053,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
119,False,"{'a': 0.4, 'e': 0.6212634822474616}",20,0,-107.73780214115288,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
120,False,"{'a': 0.4, 'e': 0.6187833918061408}",25,8,-15.47289934028833,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
121,False,"{'a': 0.4, 'e': 0.6163132019122897}",30,9,-67.59757248344734,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 0}",1
122,False,"{'a': 0.4, 'e': 0.613852873042817}",25,0,-32.827048330976325,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
123,False,"{'a': 0.4, 'e': 0.6114023658324087}",30,9,-46.42052840056154,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
124,False,"{'a': 0.4, 'e': 0.6089616410728969}",20,0,-56.06075943959386,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
125,False,"{'a': 0.4, 'e': 0.6065306597126334}",25,0,-39.65192977383749,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
126,False,"{'a': 0.4, 'e': 0.6041093828558647}",20,0,-80.78037224362797,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
127,False,"{'a': 0.4, 'e': 0.6016977717621094}",25,13,-44.46474576083741,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.4, 'e': 0.5992957878455384}",35,0,-180.57286533001988,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 4}",0
129,False,"{'a': 0.4, 'e': 0.596903392674358}",25,18,1.6903033118391124,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.4, 'e': 0.5945205479701943}",25,14,-34.93401977883882,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
131,False,"{'a': 0.4, 'e': 0.5921472156074813}",30,0,-45.68784370539039,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
132,False,"{'a': 0.4, 'e': 0.5897833576128504}",25,0,10.974136902573823,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.4, 'e': 0.5874289361645234}",35,20,-5.545133744792606,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.4, 'e': 0.5850839135917069}",25,11,-55.20278143232156,"{0: 8, 1: 2, 2: 2, 3: 2, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.5827482523739896}",20,0,-24.991161482015077,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
136,False,"{'a': 0.4, 'e': 0.5804219151407424}",20,0,-40.46988490895131,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.4, 'e': 0.5781048646705196}",25,13,-21.03122319395521,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
138,False,"{'a': 0.4, 'e': 0.5757970638904645}",25,7,-41.64003944706969,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.5734984758757153}",25,3,-135.7014769112886,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 2}",1
140,False,"{'a': 0.4, 'e': 0.5712090638488149}",25,4,14.041002400640151,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.4, 'e': 0.5689287911791217}",25,13,1.4944166308204805,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.4, 'e': 0.5666576213822246}",20,2,1.1908001922569211,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.5643955181193583}",20,10,-32.31039567272412,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.5621424451968223}",20,9,9.700863297434335,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.4, 'e': 0.559898366565402}",20,0,24.583410523473688,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.4, 'e': 0.5576632463197913}",20,0,-65.75728232701377,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
147,False,"{'a': 0.4, 'e': 0.5554370486980182}",25,0,-117.33983424138262,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
148,False,"{'a': 0.4, 'e': 0.5532197380808739}",20,7,-13.957440443863101,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.4, 'e': 0.5510112789913407}",25,0,-70.54411270169639,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
150,False,"{'a': 0.4, 'e': 0.5488116360940265}",25,11,-93.60699007530486,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 2}",1
151,False,"{'a': 0.4, 'e': 0.5466207741945976}",20,7,-68.76533802850416,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
152,False,"{'a': 0.4, 'e': 0.5444386582392171}",20,0,-57.01215379950517,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
153,False,"{'a': 0.4, 'e': 0.5422652533139832}",20,0,-108.96351751846983,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
154,False,"{'a': 0.4, 'e': 0.5401005246443706}",20,13,8.331157032751593,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.4, 'e': 0.5379444375946745}",20,0,-82.44116612053004,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
156,False,"{'a': 0.4, 'e': 0.535796957667456}",20,0,-44.86491887929479,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
157,False,"{'a': 0.4, 'e': 0.5336580505029905}",25,0,-112.59493857979861,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
158,False,"{'a': 0.4, 'e': 0.5315276818787179}",20,7,-15.998704159780708,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.4, 'e': 0.5294058177086945}",20,0,-99.43892364913323,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
160,False,"{'a': 0.4, 'e': 0.5272924240430485}",20,0,-93.59906788041619,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
161,False,"{'a': 0.4, 'e': 0.5251874670674361}",30,18,-28.70145795024012,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
162,False,"{'a': 0.4, 'e': 0.5230909131025008}",25,15,19.922489423878496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.4, 'e': 0.5210027286033344}",25,5,4.969874321910485,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.4, 'e': 0.5189228801589404}",25,16,18.47808353266434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.4, 'e': 0.5168513344916992}",30,10,-55.98791658784371,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
166,False,"{'a': 0.4, 'e': 0.5147880584568361}",30,0,-43.20501531946854,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
167,False,"{'a': 0.4, 'e': 0.5127330190418905}",30,0,-182.52311055710913,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
168,False,"{'a': 0.4, 'e': 0.5106861833661879}",20,0,-42.708193167431084,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
169,False,"{'a': 0.4, 'e': 0.5086475186803137}",20,0,-36.637526561802346,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
170,False,"{'a': 0.4, 'e': 0.5066169923655895}",30,15,12.120525569501968,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.4, 'e': 0.5045945719335512}",25,0,-21.407624611140356,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
172,False,"{'a': 0.4, 'e': 0.5025802250254283}",35,0,-28.318284709807866,"{0: 31, 1: 0, 2: 3, 3: 0, 4: 1}",1
173,False,"{'a': 0.4, 'e': 0.5005739194116277}",20,3,-60.9743544150217,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
174,False,"{'a': 0.4, 'e': 0.49857562299121655}",20,2,-43.80214043642201,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
175,False,"{'a': 0.4, 'e': 0.49658530379140947}",25,12,-54.039795903800034,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
176,False,"{'a': 0.4, 'e': 0.49460292996705696}",35,7,-38.61249754777583,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 0}",1
177,False,"{'a': 0.4, 'e': 0.4926284698001355}",20,0,-25.702019124539248,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.4, 'e': 0.4906618916992402}",20,0,-56.16379135730244,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
179,False,"{'a': 0.4, 'e': 0.4887031641990795}",20,12,14.716549203853182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.4, 'e': 0.4867522559599717}",25,7,-96.60944476604637,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 1}",1
181,False,"{'a': 0.4, 'e': 0.48480913576734325}",30,0,-60.69212366494587,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
182,False,"{'a': 0.4, 'e': 0.48287377253122976}",25,0,-90.3961561565603,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
183,False,"{'a': 0.4, 'e': 0.480946135285778}",20,7,8.539861156393286,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.4, 'e': 0.4790261931887511}",20,2,-60.54218342937433,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 0}",1
